EmployeeID,Name,Department,Age,Experience,Salary,PerformanceRating,RemoteWork
291,Employee_191,IT,59.0,19,148856.0,3,No
292,Employee_192,Operations,55.0,8,122495.0,3,Yes
293,Employee_193,Marketing,59.0,31,111635.0,4,No
294,Employee_194,IT,55.0,21,147803.0,5,No
295,Employee_195,Marketing,39.0,17,125112.0,5,Yes
296,Employee_196,Finance,51.0,23,75946.0,5,No
297,Employee_197,Finance,36.0,16,95204.0,2,No
298,Employee_198,HR,48.0,6,91886.0,3,Yes
299,Employee_199,Operations,55.0,8,,5,No
300,Employee_200,Marketing,59.0,25,55563.0,5,No
301,Employee_201,IT,54.0,18,132324.0,2,Yes
302,Employee_202,Finance,45.0,25,132464.0,2,No
303,Employee_203,HR,36.0,12,141872.0,5,Yes
304,Employee_204,HR,51.0,15,49847.0,1,No
305,Employee_205,Marketing,38.0,26,66155.0,5,Yes
306,Employee_206,Finance,26.0,26,119671.0,5,Yes
307,Employee_207,Operations,50.0,32,123310.0,2,Yes
308,Employee_208,Finance,25.0,10,107278.0,2,No
309,Employee_209,Marketing,31.0,16,58309.0,5,Yes
310,Employee_210,Marketing,38.0,7,40619.0,5,Yes
311,Employee_211,Finance,31.0,17,123194.0,5,Yes
312,Employee_212,Marketing,38.0,23,90108.0,2,Yes
313,Employee_213,Finance,41.0,26,74707.0,5,Yes
314,Employee_214,IT,45.0,21,60337.0,5,No
315,Employee_215,Finance,26.0,22,121537.0,4,No
316,Employee_216,Finance,55.0,7,106504.0,1,No
317,Employee_217,Marketing,27.0,14,87614.0,3,No
318,Employee_218,Marketing,23.0,15,131428.0,1,No
319,Employee_219,HR,34.0,7,131155.0,4,No
320,Employee_220,HR,32.0,9,40281.0,3,No
321,Employee_221,IT,44.0,8,67420.0,5,Yes
322,Employee_222,HR,37.0,23,120896.0,4,No
323,Employee_223,Finance,52.0,29,79030.0,5,Yes
324,Employee_224,Marketing,32.0,18,41058.0,2,Yes
325,Employee_225,HR,37.0,31,126213.0,4,No
326,Employee_226,HR,29.0,30,,2,Yes
327,Employee_227,IT,25.0,18,68404.0,4,Yes
328,Employee_228,IT,25.0,17,143482.0,4,Yes
329,Employee_229,Finance,46.0,14,145284.0,2,Yes
330,Employee_230,Marketing,24.0,31,69856.0,3,No
331,Employee_231,IT,53.0,24,49200.0,1,No
332,Employee_232,HR,24.0,34,104178.0,5,No
333,Employee_233,Marketing,48.0,3,73997.0,4,No
334,Employee_234,Marketing,50.0,26,65611.0,5,No
335,Employee_235,HR,53.0,23,81235.0,2,No
336,Employee_236,IT,40.0,15,75057.0,5,No
337,Employee_237,HR,42.0,4,41239.0,2,No
338,Employee_238,Marketing,26.0,29,143674.0,5,No
339,Employee_239,Operations,39.0,22,105661.0,1,No
340,Employee_240,Operations,49.0,25,85272.0,1,Yes
341,Employee_241,Finance,43.0,13,129393.0,1,No
342,Employee_242,HR,42.0,18,101212.0,1,Yes
343,Employee_243,HR,27.0,33,55398.0,1,Yes
344,Employee_244,Finance,22.0,16,96503.0,1,Yes
345,Employee_245,Finance,26.0,2,46638.0,2,Yes
346,Employee_246,Finance,33.0,34,46570.0,4,No
347,Employee_247,Marketing,47.0,30,108785.0,5,Yes
348,Employee_248,HR,55.0,13,49110.0,1,No
349,Employee_249,Marketing,35.0,13,145899.0,2,No
350,Employee_250,Finance,,18,119141.0,2,Yes
351,Employee_251,HR,48.0,32,52115.0,2,No
352,Employee_252,Marketing,30.0,32,79062.0,4,Yes
353,Employee_253,Marketing,47.0,29,62911.0,5,Yes
354,Employee_254,Finance,43.0,29,144061.0,4,No
355,Employee_255,HR,51.0,16,72556.0,3,No
356,Employee_256,Finance,38.0,10,118131.0,2,Yes
357,Employee_257,HR,47.0,30,41969.0,3,No
358,Employee_258,Operations,57.0,25,83753.0,1,No
359,Employee_259,IT,22.0,20,122811.0,1,No
360,Employee_260,IT,29.0,5,44470.0,4,Yes
361,Employee_261,IT,56.0,1,50225.0,5,Yes
362,Employee_262,Finance,36.0,30,147860.0,3,No
363,Employee_263,Operations,43.0,3,147510.0,5,No
364,Employee_264,HR,35.0,14,148295.0,4,No
365,Employee_265,Marketing,47.0,30,63196.0,1,No
366,Employee_266,HR,49.0,4,,5,No
367,Employee_267,Marketing,44.0,18,53669.0,5,Yes
368,Employee_268,HR,35.0,25,77380.0,1,No
369,Employee_269,Operations,45.0,1,88320.0,3,Yes
370,Employee_270,Marketing,23.0,15,87414.0,1,No
371,Employee_271,Finance,47.0,9,143542.0,5,Yes
372,Employee_272,HR,35.0,15,55577.0,3,No
373,Employee_273,HR,28.0,24,128009.0,3,Yes
374,Employee_274,Marketing,24.0,4,95409.0,1,No
375,Employee_275,Finance,44.0,12,68625.0,5,Yes
376,Employee_276,Finance,39.0,6,121040.0,4,Yes
377,Employee_277,Operations,59.0,24,64089.0,5,Yes
378,Employee_278,Finance,56.0,11,76487.0,2,Yes
379,Employee_279,Finance,36.0,13,105838.0,4,Yes
380,Employee_280,Finance,46.0,34,136999.0,3,Yes
381,Employee_281,IT,58.0,25,,4,No
382,Employee_282,Operations,49.0,7,90138.0,3,Yes
383,Employee_283,HR,31.0,4,82823.0,3,No
384,Employee_284,Marketing,38.0,8,77208.0,4,No
385,Employee_285,HR,43.0,20,94061.0,3,No
386,Employee_286,Operations,47.0,29,70659.0,3,No
387,Employee_287,Marketing,46.0,10,141376.0,2,No
388,Employee_288,Operations,38.0,34,71890.0,5,Yes
389,Employee_289,Finance,34.0,26,119134.0,5,Yes
390,Employee_290,Marketing,41.0,3,87055.0,2,Yes
391,Employee_291,Finance,46.0,6,59508.0,4,No
392,Employee_292,HR,25.0,5,82287.0,1,Yes
393,Employee_293,HR,31.0,5,118916.0,1,Yes
394,Employee_294,Marketing,24.0,23,66984.0,1,Yes
395,Employee_295,Marketing,39.0,9,48125.0,2,Yes
396,Employee_296,Operations,57.0,20,76059.0,2,Yes
397,Employee_297,Operations,43.0,18,109569.0,3,No
398,Employee_298,Finance,55.0,17,143409.0,1,Yes
399,Employee_299,Marketing,29.0,24,57087.0,4,No
400,Employee_300,HR,40.0,3,146437.0,4,No
401,Employee_301,Operations,58.0,32,45704.0,1,No
402,Employee_302,Operations,27.0,13,100576.0,1,No
403,Employee_303,HR,47.0,25,113384.0,1,No
404,Employee_304,Operations,55.0,9,127128.0,2,Yes
405,Employee_305,Finance,,4,112460.0,2,Yes
406,Employee_306,Marketing,,14,67208.0,2,Yes
407,Employee_307,HR,54.0,34,125150.0,5,No
408,Employee_308,Marketing,43.0,11,106024.0,4,Yes
409,Employee_309,Operations,42.0,3,79882.0,4,Yes
410,Employee_310,Operations,27.0,28,65923.0,3,No
411,Employee_311,HR,,29,141477.0,2,No
412,Employee_312,Finance,25.0,9,69165.0,5,No
413,Employee_313,IT,51.0,3,107203.0,5,No
414,Employee_314,HR,32.0,25,131749.0,4,Yes
415,Employee_315,IT,51.0,34,,2,No
416,Employee_316,IT,52.0,12,104965.0,3,No
417,Employee_317,Finance,45.0,9,76321.0,2,Yes
418,Employee_318,IT,30.0,15,,1,Yes
419,Employee_319,IT,24.0,25,136652.0,2,No
420,Employee_320,Finance,52.0,5,139304.0,1,Yes
421,Employee_321,IT,58.0,11,65426.0,1,No
422,Employee_322,IT,57.0,34,57772.0,3,No
423,Employee_323,IT,,24,143754.0,4,Yes
424,Employee_324,HR,52.0,15,43712.0,2,Yes
425,Employee_325,HR,27.0,8,41367.0,1,No
426,Employee_326,HR,23.0,5,146493.0,2,No
427,Employee_327,Finance,41.0,26,147317.0,4,No
428,Employee_328,Operations,49.0,18,,4,Yes
429,Employee_329,IT,32.0,6,91924.0,5,No
430,Employee_330,IT,25.0,13,43726.0,4,No
431,Employee_331,Finance,36.0,28,,3,No
432,Employee_332,IT,27.0,5,67723.0,1,No
433,Employee_333,HR,51.0,13,143110.0,5,No
434,Employee_334,Operations,59.0,17,140494.0,3,Yes
435,Employee_335,Marketing,23.0,32,49108.0,2,No
436,Employee_336,IT,36.0,29,117714.0,1,No
437,Employee_337,HR,32.0,3,75643.0,4,No
438,Employee_338,Marketing,29.0,34,71324.0,1,No
439,Employee_339,Operations,47.0,27,143896.0,2,Yes
440,Employee_340,Marketing,26.0,13,123360.0,5,Yes
441,Employee_341,HR,,33,48927.0,5,Yes
442,Employee_342,Marketing,47.0,6,133680.0,5,No
443,Employee_343,Finance,25.0,24,136546.0,4,No
444,Employee_344,Marketing,40.0,19,62443.0,3,Yes
445,Employee_345,IT,41.0,16,119973.0,3,Yes
446,Employee_346,IT,54.0,28,103449.0,1,Yes
447,Employee_347,Finance,41.0,33,,4,No
448,Employee_348,HR,33.0,13,145314.0,5,No
449,Employee_349,IT,22.0,25,116743.0,5,Yes
450,Employee_350,Operations,47.0,27,100233.0,2,Yes
451,Employee_351,IT,35.0,7,65537.0,2,Yes
452,Employee_352,IT,59.0,5,141293.0,5,No
453,Employee_353,HR,58.0,31,117576.0,5,No
454,Employee_354,Marketing,32.0,23,147522.0,4,No
455,Employee_355,IT,57.0,10,62612.0,3,Yes
456,Employee_356,Finance,34.0,32,133977.0,2,Yes
457,Employee_357,Marketing,24.0,30,46471.0,3,No
458,Employee_358,Operations,54.0,31,75631.0,4,Yes
459,Employee_359,HR,27.0,18,148997.0,5,No
460,Employee_360,Operations,31.0,2,132059.0,3,Yes
461,Employee_361,Marketing,26.0,14,71348.0,5,Yes
462,Employee_362,Marketing,44.0,13,104732.0,5,Yes
463,Employee_363,Marketing,31.0,29,41177.0,1,Yes
464,Employee_364,Operations,23.0,12,44760.0,3,No
465,Employee_365,Marketing,34.0,2,72779.0,3,Yes
466,Employee_366,Operations,23.0,32,61636.0,5,No
467,Employee_367,Marketing,41.0,13,121889.0,4,No
468,Employee_368,Finance,22.0,27,93551.0,1,No
469,Employee_369,Marketing,58.0,17,51556.0,5,Yes
470,Employee_370,Operations,30.0,31,67598.0,2,No
471,Employee_371,IT,38.0,34,51563.0,2,No
472,Employee_372,Marketing,30.0,24,86819.0,1,No
473,Employee_373,IT,32.0,6,149326.0,4,Yes
474,Employee_374,Finance,36.0,19,113770.0,5,Yes
475,Employee_375,HR,45.0,30,131055.0,3,No
476,Employee_376,Finance,59.0,7,,1,Yes
477,Employee_377,Marketing,56.0,10,121709.0,4,No
478,Employee_378,IT,51.0,32,,3,No
479,Employee_379,IT,52.0,34,66987.0,2,Yes
480,Employee_380,Operations,26.0,28,118714.0,2,No
481,Employee_381,IT,35.0,15,144874.0,3,Yes
482,Employee_382,Operations,32.0,30,98348.0,1,Yes
483,Employee_383,HR,30.0,29,64596.0,2,No
484,Employee_384,Marketing,55.0,22,73174.0,5,Yes
485,Employee_385,Operations,33.0,4,,3,Yes
486,Employee_386,HR,56.0,20,147510.0,3,No
487,Employee_387,IT,56.0,32,109967.0,2,No
488,Employee_388,IT,22.0,4,99182.0,1,Yes
489,Employee_389,HR,43.0,27,133300.0,5,Yes
490,Employee_390,IT,50.0,17,127163.0,1,No
491,Employee_391,HR,29.0,12,79310.0,4,Yes
492,Employee_392,Operations,32.0,22,96088.0,4,Yes
493,Employee_393,Operations,58.0,17,48906.0,2,Yes
494,Employee_394,HR,35.0,10,76914.0,2,Yes
495,Employee_395,Operations,51.0,1,85379.0,2,Yes
496,Employee_396,Operations,56.0,22,118612.0,4,Yes
497,Employee_397,Operations,42.0,26,77650.0,1,Yes
498,Employee_398,Finance,58.0,18,86881.0,1,No
499,Employee_399,Marketing,26.0,14,86413.0,2,No
500,Employee_400,IT,40.0,29,46012.0,5,No
501,Employee_401,Finance,35.0,12,90115.0,1,No
502,Employee_402,Operations,47.0,12,47151.0,4,No
503,Employee_403,HR,25.0,7,97716.0,3,Yes
504,Employee_404,Operations,46.0,29,133747.0,3,Yes
505,Employee_405,Marketing,46.0,11,132653.0,3,Yes
506,Employee_406,Operations,39.0,33,76378.0,5,Yes
507,Employee_407,HR,29.0,6,82652.0,2,No
508,Employee_408,Marketing,35.0,15,112430.0,4,Yes
509,Employee_409,Operations,53.0,32,53467.0,5,Yes
510,Employee_410,Marketing,59.0,11,71010.0,4,No
511,Employee_411,IT,54.0,23,94691.0,4,Yes
512,Employee_412,IT,44.0,26,104157.0,2,Yes
513,Employee_413,Operations,36.0,34,148177.0,3,No
514,Employee_414,Marketing,54.0,34,52289.0,2,Yes
515,Employee_415,HR,46.0,29,84976.0,5,Yes
516,Employee_416,Operations,38.0,4,83596.0,5,Yes
517,Employee_417,IT,54.0,17,,5,Yes
518,Employee_418,IT,23.0,13,140441.0,2,Yes
519,Employee_419,Operations,35.0,15,126365.0,4,No
520,Employee_420,Marketing,27.0,29,139590.0,4,No
521,Employee_421,IT,27.0,29,84139.0,1,No
522,Employee_422,Marketing,24.0,11,88713.0,5,No
523,Employee_423,IT,28.0,32,69734.0,4,No
524,Employee_424,IT,29.0,2,112588.0,1,No
525,Employee_425,Finance,36.0,14,103646.0,4,Yes
526,Employee_426,IT,50.0,20,43654.0,5,No
527,Employee_427,HR,54.0,22,129022.0,3,No
528,Employee_428,Operations,51.0,11,58743.0,5,Yes
529,Employee_429,Operations,48.0,27,88368.0,2,Yes
530,Employee_430,Marketing,57.0,3,130025.0,4,No
531,Employee_431,IT,50.0,17,114172.0,4,Yes
532,Employee_432,HR,59.0,28,46441.0,2,No
533,Employee_433,Marketing,54.0,29,64611.0,2,Yes
534,Employee_434,Finance,58.0,21,147971.0,3,No
535,Employee_435,Marketing,48.0,16,52149.0,4,Yes
536,Employee_436,Marketing,54.0,20,,4,Yes
537,Employee_437,IT,25.0,6,99189.0,3,No
538,Employee_438,Finance,43.0,19,147904.0,1,No
539,Employee_439,Marketing,23.0,5,61675.0,3,No
540,Employee_440,HR,31.0,3,111031.0,5,No
541,Employee_441,HR,26.0,1,,4,No
542,Employee_442,Operations,31.0,15,53673.0,2,Yes
543,Employee_443,Finance,54.0,34,116666.0,5,No
544,Employee_444,Finance,59.0,25,128204.0,4,No
545,Employee_445,Operations,34.0,24,120758.0,3,Yes
546,Employee_446,Marketing,52.0,12,105429.0,5,Yes
547,Employee_447,Finance,57.0,18,63669.0,4,No
548,Employee_448,HR,45.0,15,74068.0,1,Yes
549,Employee_449,HR,36.0,16,128789.0,1,Yes
550,Employee_450,IT,50.0,27,49435.0,2,No
551,Employee_451,Finance,29.0,8,134088.0,4,Yes
552,Employee_452,Marketing,26.0,25,92249.0,1,Yes
553,Employee_453,Operations,50.0,17,77384.0,3,No
554,Employee_454,Operations,25.0,29,121929.0,4,No
555,Employee_455,Marketing,33.0,8,116153.0,3,Yes
556,Employee_456,IT,23.0,15,144056.0,3,Yes
557,Employee_457,Operations,48.0,27,115388.0,1,No
558,Employee_458,Finance,52.0,7,71401.0,4,Yes
559,Employee_459,IT,57.0,3,111831.0,5,Yes
560,Employee_460,Finance,57.0,29,,1,Yes
561,Employee_461,HR,47.0,24,74084.0,1,No
562,Employee_462,IT,48.0,3,145111.0,4,Yes
563,Employee_463,Operations,26.0,20,95826.0,4,Yes
564,Employee_464,IT,41.0,15,76451.0,3,No
565,Employee_465,IT,32.0,25,47227.0,4,Yes
566,Employee_466,IT,31.0,30,,3,Yes
567,Employee_467,IT,59.0,14,76041.0,1,No
568,Employee_468,Finance,27.0,7,128920.0,2,No
569,Employee_469,HR,29.0,17,105681.0,5,No
570,Employee_470,Marketing,44.0,20,143314.0,1,No
571,Employee_471,IT,47.0,9,121571.0,4,Yes
572,Employee_472,Operations,33.0,22,105481.0,5,Yes
573,Employee_473,IT,47.0,2,108576.0,2,No
574,Employee_474,Operations,34.0,24,147958.0,2,No
575,Employee_475,Finance,39.0,8,,3,Yes
576,Employee_476,Operations,46.0,11,66160.0,5,No
577,Employee_477,Marketing,54.0,13,57633.0,3,Yes
578,Employee_478,HR,33.0,17,134880.0,1,No
579,Employee_479,Operations,57.0,8,57014.0,5,Yes
580,Employee_480,Operations,,21,120532.0,1,No
581,Employee_481,HR,26.0,18,89104.0,3,No
582,Employee_482,Marketing,58.0,30,81621.0,5,Yes
583,Employee_483,IT,29.0,18,117231.0,3,No
584,Employee_484,Operations,49.0,31,108388.0,5,Yes
585,Employee_485,HR,52.0,32,56014.0,3,Yes
586,Employee_486,Finance,,11,132578.0,2,Yes
587,Employee_487,HR,50.0,25,73755.0,3,Yes
588,Employee_488,Finance,35.0,33,80390.0,2,Yes
589,Employee_489,Marketing,43.0,8,63711.0,3,No
590,Employee_490,IT,32.0,11,131658.0,5,No
591,Employee_491,HR,44.0,22,97993.0,5,Yes
592,Employee_492,Operations,22.0,24,114696.0,5,No
593,Employee_493,Marketing,58.0,17,67213.0,4,Yes
594,Employee_494,HR,42.0,12,144956.0,1,No
595,Employee_495,Operations,47.0,32,97784.0,5,No
596,Employee_496,HR,57.0,15,47421.0,2,No
597,Employee_497,Finance,44.0,16,126936.0,5,No
598,Employee_498,HR,22.0,22,139073.0,4,Yes
599,Employee_499,HR,36.0,28,57727.0,2,Yes
600,Employee_500,HR,42.0,20,44358.0,4,No
